Renda familiar - per capita - média
Sigla;Código;Município;1970;1980;1991;
RS;4313490;Novo Barreiro;;;;
RS;4313508;Osório;0,44;1,31;1,4;
RS;4313607;Paim Filho;0,34;1,05;0,7;
RS;4313656;Palmares do Sul;;;1,39;
RS;4313706;Palmeira das Missões;0,35;0,95;0,88;
RS;4313805;Palmitinho;0,3;0,74;0,57;
RS;4313904;Panambi;0,62;1,5;1,02;
RS;4313953;Pantano Grande;;;0,87;
RS;4314001;Paraí;0,35;1,06;1,45;
RS;4314027;Paraíso do Sul;;;1,02;
RS;4314035;Pareci Novo;;;;
RS;4314050;Parobé;;;1,19;
RS;4314068;Passa Sete;;;;
RS;4314076;Passo do Sobrado;;;;
RS;4314100;Passo Fundo;0,72;1,76;1,58;
RS;4314134;Paulo Bento;;;;
RS;4314159;Paverama;;;0,74;
RS;4314175;Pedras Altas;;;;
RS;4314209;Pedro Osório;0,38;1,1;1,03;
RS;4314308;Pejuçara;0,65;2,88;2,39;
RS;4314407;Pelotas;0,74;1,69;1,47;
RS;4314423;Picada Café;;;;
RS;4314456;Pinhal;;;0,52;
RS;4314464;Pinhal da Serra;;;;
RS;4314472;Pinhal Grande;;;;
RS;4314498;Pinheirinho do Vale;;;;
RS;4314506;Pinheiro Machado;0,48;1,3;0,99;
RS;4314548;Pinto Bandeira;;;;
RS;4314555;Pirapó;;;0,45;
RS;4314605;Piratini;0,34;1,01;0,7;
RS;4314704;Planalto;0,24;0,72;0,65;
RS;4314753;Poço das Antas;;;0,84;
RS;4314779;Pontão;;;;
RS;4314787;Ponte Preta;;;;
RS;4314803;Portão;0,59;1,66;1,05;
RS;4314902;Porto Alegre;1,6;3,34;2,98;
RS;4315008;Porto Lucena;0,31;0,71;0,54;
RS;4315057;Porto Mauá;;;;
RS;4315073;Porto Vera Cruz;;;;
RS;4315107;Porto Xavier;0,29;0,93;0,87;
RS;4315131;Pouso Novo;;;0,92;
RS;4315149;Presidente Lucena;;;;
RS;4315156;Progresso;;;0,87;
RS;4315172;Protásio Alves;;;0,97;
RS;4315206;Putinga;0,31;1,05;0,75;
RS;4315305;Quaraí;0,68;1,33;1,11;
RS;4315313;Quatro Irmãos;;;;
RS;4315321;Quevedos;;;;
RS;4315354;Quinze de Novembro;;;1,28;
RS;4315404;Redentora;0,24;0,65;0,48;
RS;4315453;Relvado;;;0,92;
RS;4315503;Restinga Seca;0,44;1,25;1,05;
RS;4315552;Rio dos Índios;;;;
RS;4315602;Rio Grande;0,83;1,79;1,35;
RS;4315701;Rio Pardo;0,5;1,23;1,13;
RS;4315750;Riozinho;;;0,77;
RS;4315800;Roca Sales;0,43;1,71;1,09;
RS;4315909;Rodeio Bonito;0,23;0,76;0,56;
RS;4315958;Rolador;;;;
RS;4316006;Rolante;0,31;1,08;0,97;
RS;4316105;Ronda Alta;0,3;0,99;0,68;
RS;4316204;Rondinha;0,32;1,08;1,03;
RS;4316303;Roque Gonzales;0,35;1,18;0,65;
RS;4316402;Rosário do Sul;0,62;1,19;0,94;
RS;4316428;Sagrada Família;;;;
RS;4316436;Saldanha Marinho;;;1,76;
RS;4316451;Salto do Jacuí;;;0,95;
RS;4316477;Salvador das Missões;;;;
RS;4316501;Salvador do Sul;0,37;1,29;1,31;
RS;4316600;Sananduva;0,47;0,99;0,97;
RS;4316709;Santa Bárbara do Sul;0,6;1,59;1,2;
RS;4316733;Santa Cecília do Sul;;;;
RS;4316758;Santa Clara do Sul;;;;
RS;4316808;Santa Cruz do Sul;0,58;1,45;1,44;
RS;4316907;Santa Maria;0,83;1,85;1,76;
RS;4316956;Santa Maria do Herval;;;0,91;
RS;4316972;Santa Margarida do Sul;;;;
RS;4317004;Santana da Boa Vista;0,2;0,66;0,47;
RS;4317103;Santana do Livramento;0,79;1,79;1,26;
RS;4317202;Santa Rosa;0,67;1,39;1,25;
RS;4317251;Santa Tereza;;;;
RS;4317301;Santa Vitória do Palmar;0,67;1,59;1,41;
RS;4317400;Santiago;0,7;1,38;1,04;
RS;4317509;Santo Ângelo;0,61;1,58;1,3;
RS;4317558;Santo Antônio do Palma;;;;
RS;4317608;Santo Antônio da Patrulha;0,33;1,01;1,02;
RS;4317707;Santo Antônio das Missões;0,42;1,15;0,72;
RS;4317756;Santo Antônio do Planalto;;;;
RS;4317806;Santo Augusto;0,46;1,32;0,99;
RS;4317905;Santo Cristo;0,42;1,18;0,8;
RS;4317954;Santo Expedito do Sul;;;;
RS;4318002;São Borja;0,59;1,46;1,16;
RS;4318051;São Domingos do Sul;;;1,34;
RS;4318101;São Francisco de Assis;0,41;1,08;0,71;
RS;4318200;São Francisco de Paula;0,39;1,24;1,05;
RS;4318309;São Gabriel;0,64;1,38;1,17;
RS;4318408;São Jerônimo;0,5;1,21;1,06;
RS;4318424;São João da Urtiga;;;0,59;
RS;4318432;São João do Polêsine;;;;
RS;4318440;São Jorge;;;1,01;
RS;4318457;São José das Missões;;;;
RS;4318465;São José do Herval;;;0,66;
RS;4318481;São José do Hortêncio;;;0,86;
RS;4318499;São José do Inhacorá;;;;
RS;4318507;São José do Norte;0,4;1,24;0,66;
RS;4318606;São José do Ouro;0,28;0,86;0,74;
RS;4318614;São José do Sul;;;;
RS;4318622;São José dos Ausentes;;;;
RS;4318705;São Leopoldo;1,01;2,19;1,61;
RS;4318804;São Lourenço do Sul;0,4;1,09;1,1;
RS;4318903;São Luiz Gonzaga;0,47;1,34;1;
RS;4319000;São Marcos;0,69;1,43;1,86;
RS;4319109;São Martinho;0,29;1,12;0,63;
RS;4319125;São Martinho da Serra;;;;
RS;4319158;São Miguel das Missões;;;0,7;
RS;4319208;São Nicolau;0,23;0,68;0,67;
RS;4319307;São Paulo das Missões;0,32;0,67;0,51;
RS;4319356;São Pedro da Serra;;;;
RS;4319364;São Pedro das Missões;;;;
RS;4319372;São Pedro do Butiá;;;;
RS;4319406;São Pedro do Sul;0,33;0,8;0,8;
RS;4319505;São Sebastião do Caí;0,55;1,35;1,46;
RS;4319604;São Sepé;0,65;1,08;1,02;
RS;4319703;São Valentim;0,46;0,85;0,79;
RS;4319711;São Valentim do Sul;;;;
RS;4319737;São Valério do Sul;;;;
RS;4319752;São Vendelino;;;1,13;
RS;4319802;São Vicente do Sul;0,53;1,16;1,09;
RS;4319901;Sapiranga;0,8;1,67;1,21;
RS;4320008;Sapucaia do Sul;0,6;1,37;1,14;
RS;4320107;Sarandi;0,39;1,61;0,88;
RS;4320206;Seberi;0,33;0,81;0,56;
RS;4320230;Sede Nova;;;0,66;
RS;4320263;Segredo;;;0,59;
RS;4320305;Selbach;0,76;2,45;1,1;
RS;4320321;Senador Salgado Filho;;;;
RS;4320354;Sentinela do Sul;;;;
RS;4320404;Serafina Corrêa;0,4;1,19;1,41;
RS;4320453;Sério;;;;
RS;4320503;Sertão;0,39;1,55;0,76;
RS;4320552;Sertão Santana;;;;
RS;4320578;Sete de Setembro;;;;
RS;4320602;Severiano de Almeida;0,27;1;0,65;
RS;4320651;Silveira Martins;;;0,98;
RS;4320677;Sinimbu;;;;
RS;4320701;Sobradinho;0,36;0,84;0,91;
RS;4320800;Soledade;0,34;0,96;1,04;
RS;4320859;Tabaí;;;;
RS;4320909;Tapejara;0,37;1,16;0,89;
RS;4321006;Tapera;0,9;1,99;1,27;
RS;4321105;Tapes;0,4;1,2;1,13;
RS;4321204;Taquara;0,63;1,73;1,61;
RS;4321303;Taquari;0,44;1,15;0,96;
RS;4321329;Taquaruçu do Sul;;;0,95;
RS;4321352;Tavares;;;1,07;
RS;4321402;Tenente Portela;0,35;1,01;0,61;
RS;4321436;Terra de Areia;;;0,93;
RS;4321451;Teutônia;;;1,39;
RS;4321469;Tio Hugo;;;;
RS;4321477;Tiradentes do Sul;;;;
RS;4321493;Toropi;;;;
RS;4321501;Torres;0,35;1,05;1,18;
RS;4321600;Tramandaí;0,56;1,44;1,12;
RS;4321626;Travesseiro;;;;
RS;4321634;Três Arroios;;;1,06;
RS;4321667;Três Cachoeiras;;;1,85;
RS;4321709;Três Coroas;0,52;1,6;1,23;
RS;4321808;Três de Maio;0,45;1,32;0,92;
RS;4321832;Três Forquilhas;;;;
RS;4321857;Três Palmeiras;;;0,68;
RS;4321907;Três Passos;0,38;0,96;0,8;
RS;4321956;Trindade do Sul;;;0,43;
RS;4322004;Triunfo;0,42;1,16;1,22;
RS;4322103;Tucunduva;0,42;1,47;0,94;
RS;4322152;Tunas;;;0,47;
RS;4322186;Tupanci do Sul;;;;
RS;4322202;Tupanciretã;0,52;1,2;1,02;
RS;4322251;Tupandi;;;0,83;
RS;4322301;Tuparendi;0,5;1,29;0,76;
RS;4322327;Turuçu;;;;
RS;4322343;Ubiretama;;;;
RS;4322350;União da Serra;;;;
RS;4322376;Unistalda;;;;
RS;4322400;Uruguaiana;0,8;1,78;1,36;
RS;4322509;Vacaria;0,51;1,33;1,14;
RS;4322525;Vale Verde;;;;
RS;4322533;Vale do Sol;;;;
RS;4322541;Vale Real;;;;
RS;4322558;Vanini;;;0,88;
RS;4322608;Venâncio Aires;0,39;1,17;1,02;
RS;4322707;Vera Cruz;0,47;1,08;0,99;
RS;4322806;Veranópolis;0,45;1,31;1,61;
RS;4322855;Vespasiano Correa;;;;
RS;4322905;Viadutos;0,35;0,94;0,96;
RS;4323002;Viamão;0,56;1,22;1,13;
RS;4323101;Vicente Dutra;0,3;0,54;0,5;
RS;4323200;Victor Graeff;0,53;1,44;0,96;
RS;4323309;Vila Flores;;;1,64;
RS;4323358;Vila Lângaro;;;;
RS;4323408;Vila Maria;;;1,18;
RS;4323457;Vila Nova do Sul;;;;
RS;4323507;Vista Alegre;;;1;
RS;4323606;Vista Alegre do Prata;;;1,42;
RS;4323705;Vista Gaúcha;;;0,61;
RS;4323754;Vitória das Missões;;;;
RS;4323770;Westfalia;;;;
RS;4323804;Xangri-lá;;;;
RS;4399919;Santa Cristina do Pinhal;;;;
RS;4399929;Santa Izabel;;;;
SC;4200051;Abdon Batista;;;0,51;
SC;4200101;Abelardo Luz;0,3;0,94;0,7;
SC;4200200;Agrolândia;0,32;0,95;0,9;
SC;4200309;Agronômica;0,39;0,77;0,82;
SC;4200408;Água Doce;0,35;1;0,77;
SC;4200507;Águas de Chapecó;0,39;0,82;0,57;
SC;4200556;Águas Frias;;;;
SC;4200606;Águas Mornas;0,22;0,75;0,75;
SC;4200705;Alfredo Wagner;0,25;0,69;0,9;
SC;4200754;Alto Bela Vista;;;;
SC;4200804;Anchieta;0,2;0,86;0,62;
SC;4200903;Angelina;0,23;0,67;0,77;
SC;4201000;Anita Garibaldi;0,26;0,54;0,44;
SC;4201109;Anitápolis;0,26;0,67;0,77;
SC;4201208;Antônio Carlos;0,21;0,99;0,96;
SC;4201257;Apiúna;;;0,91;
SC;4201273;Arabutã;;;;
SC;4201307;Araquari;0,29;0,95;0,97;
SC;4201406;Araranguá;0,45;1,29;1,05;
SC;4201505;Armazém;0,26;0,8;0,89;
SC;4201604;Arroio Trinta;0,35;0,94;0,95;
SC;4201653;Arvoredo;;;;
SC;4201703;Ascurra;0,37;1,19;1,12;
SC;4201802;Atalanta;0,49;0,92;0,77;
SC;4201901;Aurora;0,23;0,74;1,02;
SC;4201950;Balneário Arroio do Silva;;;;
SC;4202008;Balneário Camboriú;0,62;2,32;2,34;
SC;4202057;Balneário Barra do Sul;;;;
SC;4202073;Balneário Gaivota;;;;
SC;4202081;Bandeirante;;;;
SC;4202099;Barra Bonita;;;;
SC;4202107;Barra Velha;0,32;1,03;0,97;
SC;4202131;Bela Vista do Toldo;;;;
SC;4202156;Belmonte;;;;
SC;4202206;Benedito Novo;0,34;1,08;1,1;
SC;4202305;Biguaçu;0,43;0,95;1,07;
SC;4202404;Blumenau;1,03;2,29;2,14;
SC;4202438;Bocaina do Sul;;;;
SC;4202453;Bombinhas;;;;
SC;4202503;Bom Jardim da Serra;0,34;0,82;0,78;
SC;4202537;Bom Jesus;;;;
SC;4202578;Bom Jesus do Oeste;;;;
SC;4202602;Bom Retiro;0,31;1,04;0,77;
SC;4202701;Botuverá;0,27;0,89;1,07;
SC;4202800;Braço do Norte;0,37;1,23;0,99;
SC;4202859;Braço do Trombudo;;;;
SC;4202875;Brunópolis;;;;
SC;4202909;Brusque;0,62;1,79;1,77;
SC;4203006;Caçador;0,58;1,34;1,09;
SC;4203105;Caibi;0,31;1,3;1,21;
SC;4203154;Calmon;;;;
SC;4203204;Camboriú;0,34;0,96;1,13;
SC;4203253;Capão Alto;;;;
SC;4203303;Campo Alegre;0,38;0,93;0,74;
SC;4203402;Campo Belo do Sul;0,31;0,55;0,45;
SC;4203501;Campo Erê;0,26;0,56;0,43;
SC;4203600;Campos Novos;0,34;0,94;0,81;
SC;4203709;Canelinha;0,3;1,28;1;
SC;4203808;Canoinhas;0,43;1;0,82;
SC;4203907;Capinzal;0,42;1,27;1;
SC;4203956;Capivari de Baixo;;;;
SC;4204004;Catanduvas;0,37;0,94;0,91;
SC;4204103;Caxambu do Sul;0,33;0,94;0,54;
SC;4204152;Celso Ramos;;;0,56;
SC;4204178;Cerro Negro;;;;
SC;4204194;Chapadão do Lageado;;;;
SC;4204202;Chapecó;0,53;1,26;1,23;
SC;4204251;Cocal do Sul;;;;
SC;4204301;Concórdia;0,44;1,34;1,35;
SC;4204350;Cordilheira Alta;;;;
SC;4204400;Coronel Freitas;0,31;0,9;0,77;
SC;4204459;Coronel Martins;;;;
SC;4204509;Corupá;0,41;1,14;1,44;
SC;4204558;Correia Pinto;;;0,87;
SC;4204608;Criciúma;0,58;1,59;1,6;
SC;4204707;Cunha Porã;0,35;1,08;0,83;
SC;4204756;Cunhataí;;;;
SC;4204806;Curitibanos;0,59;1,31;0,89;
SC;4204905;Descanso;0,3;0,93;0,65;
SC;4205001;Dionísio Cerqueira;0,29;0,84;0,75;
SC;4205100;Dona Emma;0,36;0,92;0,67;
SC;4205159;Doutor Pedrinho;;;1,06;
SC;4205175;Entre Rios;;;;
SC;4205191;Ermo;;;;
SC;4205209;Erval Velho;0,31;1,03;0,9;
SC;4205308;Faxinal dos Guedes;0,29;0,81;0,94;
SC;4205357;Flor do Sertão;;;;
SC;4205407;Florianópolis;1;2,73;2,73;
SC;4205431;Formosa do Sul;;;;
SC;4205456;Forquilhinha;;;1,16;
SC;4205506;Fraiburgo;0,34;1,1;1,11;
SC;4205555;Frei Rogério;;;;
SC;4205605;Galvão;0,3;0,76;0,64;
SC;4205704;Garopaba;0,24;0,71;0,69;
SC;4205803;Garuva;0,42;0,95;1,13;
SC;4205902;Gaspar;0,53;1,56;1,58;
SC;4206009;Governador Celso Ramos;0,32;0,93;0,98;
SC;4206108;Grão Pará;0,25;0,74;1,45;
SC;4206207;Gravatal;0,23;0,76;0,91;
SC;4206306;Guabiruba;0,31;1,05;1,24;
SC;4206405;Guaraciaba;0,27;0,85;0,63;
SC;4206504;Guaramirim;0,39;1,37;1,35;
SC;4206603;Guarujá do Sul;0,34;1,06;0,9;
SC;4206652;Guatambú;;;;
SC;4206702;Herval d'Oeste;0,52;1,18;1,06;
SC;4206751;Ibiam;;;;
SC;4206801;Ibicaré;0,43;1,15;0,87;
SC;4206900;Ibirama;0,41;0,93;1,08;
SC;4207007;Içara;0,38;1,03;0,95;
SC;4207106;Ilhota;0,3;1,41;1;
SC;4207205;Imaruí;0,23;0,69;0,8;
SC;4207304;Imbituba;0,36;1,18;0,96;
SC;4207403;Imbuia;0,37;1,18;1,3;
SC;4207502;Indaial;0,51;1,42;1,46;
SC;4207577;Iomerê;;;;
SC;4207601;Ipira;0,27;1,02;0,7;
SC;4207650;Iporã do Oeste;;;0,94;
SC;4207684;Ipuaçu;;;;
SC;4207700;Ipumirim;0,27;1,28;0,78;
SC;4207759;Iraceminha;;;0,79;
SC;4207809;Irani;0,29;0,81;0,63;
SC;4207858;Irati;;;;
SC;4207908;Irineópolis;0,28;0,92;0,64;
SC;4208005;Itá;0,32;0,81;0,71;
SC;4208104;Itaiópolis;0,36;0,7;0,6;
SC;4208203;Itajaí;0,66;1,55;1,6;
SC;4208302;Itapema;0,26;1,1;1,28;
SC;4208401;Itapiranga;0,3;1,1;0,81;
SC;4208450;Itapoá;;;0,95;
SC;4208500;Ituporanga;0,46;1,18;1,42;
SC;4208609;Jaborá;0,29;2,4;0,7;
SC;4208708;Jacinto Machado;0,32;0,76;0,81;
SC;4208807;Jaguaruna;0,31;0,91;0,91;
SC;4208906;Jaraguá do Sul;0,57;1,85;1,95;
SC;4208955;Jardinópolis;;;;
SC;4209003;Joaçaba;0,71;1,77;1,75;
SC;4209102;Joinville;0,8;1,78;1,75;
SC;4209151;José Boiteux;;;0,8;
SC;4209177;Jupiá;;;;
SC;4209201;Lacerdópolis;0,38;1,04;0,93;
SC;4209300;Lages;0,57;1,23;1,21;
SC;4209409;Laguna;0,4;0,99;0,81;
SC;4209458;Lajeado Grande;;;;
SC;4209508;Laurentino;0,33;0,86;1,05;
SC;4209607;Lauro Muller;0,43;0,97;0,7;
SC;4209706;Lebon Régis;0,37;0,63;0,67;
SC;4209805;Leoberto Leal;0,35;0,8;0,7;
SC;4209854;Lindóia do Sul;;;1,1;
SC;4209904;Lontras;0,32;0,95;1,05;
SC;4210001;Luiz Alves;0,23;1,05;1,32;
SC;4210035;Luzerna;;;;
SC;4210050;Macieira;;;;
SC;4210100;Mafra;0,48;1,07;0,93;
SC;4210209;Major Gercino;0,28;0,71;0,56;
SC;4210308;Major Vieira;0,22;0,65;0,6;
SC;4210407;Maracajá;0,31;1,4;0,84;
SC;4210506;Maravilha;0,29;0,99;0,94;
SC;4210555;Marema;;;0,59;
SC;4210605;Massaranduba;0,34;1,23;1,41;
SC;4210704;Matos Costa;0,4;0,86;0,63;
SC;4210803;Meleiro;0,38;1,07;1,29;
SC;4210852;Mirim Doce;;;;
SC;4210902;Modelo;0,25;0,95;0,66;
SC;4211009;Mondaí;0,29;0,74;0,57;
SC;4211058;Monte Carlo;;;;
SC;4211108;Monte Castelo;0,27;0,62;0,58;
SC;4211207;Morro da Fumaça;0,47;1,51;1,48;
SC;4211256;Morro Grande;;;;
SC;4211306;Navegantes;0,33;1,13;1,09;
SC;4211405;Nova Erechim;0,44;1,08;0,89;
SC;4211454;Nova Itaberaba;;;;
SC;4211504;Nova Trento;0,28;0,98;1,12;
SC;4211603;Nova Veneza;0,34;1,45;1,19;
SC;4211652;Novo Horizonte;;;;
SC;4211702;Orleans;0,31;0,98;1,01;
SC;4211751;Otacílio Costa;;;1,04;
SC;4211801;Ouro;0,37;1,41;1,24;
SC;4211850;Ouro Verde;;;;
SC;4211876;Paial;;;;
SC;4211892;Painel;;;;
SC;4211900;Palhoça;0,37;1,02;1,08;
SC;4212007;Palma Sola;0,29;0,87;0,62;
SC;4212056;Palmeira;;;;
SC;4212106;Palmitos;0,37;1,16;0,72;
SC;4212205;Papanduva;0,34;0,7;0,65;
SC;4212239;Paraíso;;;;
SC;4212254;Passo de Torres;;;;
SC;4212270;Passos Maia;;;;
SC;4212304;Paulo Lopes;0,21;0,7;0,67;
SC;4212403;Pedras Grandes;0,27;0,9;0,77;
SC;4212502;Penha;0,37;0,9;1,26;
SC;4212601;Peritiba;0,34;0,9;1,33;
SC;4212650;Pescaria Brava;;;;
SC;4212700;Petrolândia;0,34;0,91;0,8;
SC;4212809;Piçarras;0,49;0,99;1,08;
SC;4212908;Pinhalzinho;0,4;1,62;1,18;
SC;4213005;Pinheiro Preto;0,37;1,53;1;
SC;4213104;Piratuba;0,34;0,87;0,72;
SC;4213153;Planalto Alegre;;;;
SC;4213203;Pomerode;0,54;1,36;1,39;
SC;4213302;Ponte Alta;0,33;0,85;0,93;
SC;4213351;Ponte Alta do Norte;;;;
SC;4213401;Ponte Serrada;0,36;0,95;0,65;
SC;4213500;Porto Belo;0,39;0,92;1,06;
SC;4213609;Porto União;0,61;1,47;1,07;
SC;4213708;Pouso Redondo;0,31;0,88;0,8;
SC;4213807;Praia Grande;0,31;0,85;1,09;
SC;4213906;Presidente Castelo Branco;0,39;1,15;0,94;
SC;4214003;Presidente Getúlio;0,4;1,24;0,98;
SC;4214102;Presidente Nereu;0,28;0,75;0,69;
SC;4214151;Princesa;;;;
SC;4214201;Quilombo;0,34;0,88;0,63;
SC;4214300;Rancho Queimado;0,35;0,74;0,89;
SC;4214409;Rio das Antas;0,36;1,88;0,96;
SC;4214508;Rio do Campo;0,23;0,99;0,77;
SC;4214607;Rio do Oeste;0,27;0,72;1,05;
SC;4214706;Rio dos Cedros;0,34;1,2;1,04;
SC;4214805;Rio do Sul;0,68;1,7;1,52;
SC;4214904;Rio Fortuna;0,25;1,12;0,76;
SC;4215000;Rio Negrinho;0,56;1,35;1,09;
SC;4215059;Rio Rufino;;;;
SC;4215075;Riqueza;;;;
SC;4215109;Rodeio;0,28;1,33;1,19;
SC;4215208;Romelândia;0,2;0,63;0,55;
SC;4215307;Salete;0,3;0,76;0,84;
SC;4215356;Saltinho;;;;
SC;4215406;Salto Veloso;0,52;1,09;0,76;
SC;4215455;Sangão;;;;
SC;4215505;Santa Cecília;0,41;1,19;0,91;
SC;4215554;Santa Helena;;;;
SC;4215604;Santa Rosa de Lima;0,16;0,59;0,75;
SC;4215653;Santa Rosa do Sul;;;1,05;
SC;4215679;Santa Terezinha;;;;
SC;4215687;Santa Terezinha do Progresso;;;;
SC;4215695;Santiago do Sul;;;;
SC;4215703;Santo Amaro da Imperatriz;0,32;0,88;0,94;
SC;4215752;São Bernardino;;;;
SC;4215802;São Bento do Sul;0,71;1,7;1,29;
SC;4215901;São Bonifácio;0,23;0,81;0,82;
SC;4216008;São Carlos;0,37;0,95;0,88;
SC;4216057;São Cristovão do Sul;;;;
SC;4216107;São Domingos;0,28;0,97;0,62;
SC;4216206;São Francisco do Sul;0,56;1,26;1,07;
SC;4216255;São João do Oeste;;;;
SC;4216305;São João Batista;0,35;1,11;1,09;
SC;4216354;São João do Itaperiú;;;;
SC;4216404;São João do Sul;0,26;0,8;0,88;
SC;4216503;São Joaquim;0,41;1,05;0,87;
SC;4216602;São José;0,49;1,5;1,72;
SC;4216701;São José do Cedro;0,32;0,88;0,81;
SC;4216800;São José do Cerrito;0,3;0,55;0,55;
SC;4216909;São Lourenço do Oeste;0,31;0,92;0,74;
SC;4217006;São Ludgero;0,34;0,94;1,33;
SC;4217105;São Martinho;0,31;0,8;0,71;
SC;4217154;São Miguel da Boa Vista;;;;
SC;4217204;São Miguel do Oeste;0,4;1,09;0,93;
SC;4217253;São Pedro de Alcântara;;;;
SC;4217303;Saudades;0,27;0,88;0,75;
SC;4217402;Schroeder;0,39;1,19;1,43;
SC;4217501;Seara;0,38;1,19;1,24;
SC;4217550;Serra Alta;;;0,64;
SC;4217600;Siderópolis;0,43;1,21;0,91;
SC;4217709;Sombrio;0,31;1,03;0,91;
SC;4217758;Sul Brasil;;;;
SC;4217808;Taió;0,32;0,91;0,98;
SC;4217907;Tangará;0,3;0,93;1,08;
SC;4217956;Tigrinhos;;;;
SC;4218004;Tijucas;0,38;1,19;1,53;
SC;4218103;Timbé do Sul;0,28;0,79;0,83;
SC;4218202;Timbó;0,6;1,77;1,59;
SC;4218251;Timbó Grande;;;0,66;
SC;4218301;Três Barras;0,37;0,86;0,68;
SC;4218350;Treviso;;;;
SC;4218400;Treze de Maio;0,27;1,21;0,79;
SC;4218509;Treze Tílias;0,36;1,4;1,09;
SC;4218608;Trombudo Central;0,42;1,1;1,07;
SC;4218707;Tubarão;0,58;1,5;1,32;
SC;4218756;Tunápolis;;;0,65;
SC;4218806;Turvo;0,36;1,09;1,55;
SC;4218855;União do Oeste;;;0,8;
SC;4218905;Urubici;0,29;0,95;0,87;
SC;4218954;Urupema;;;0,83;
SC;4219002;Urussanga;0,48;1,26;1,2;
SC;4219101;Vargeão;0,28;1,02;1,1;
SC;4219150;Vargem;;;;
SC;4219176;Vargem Bonita;;;;
SC;4219200;Vidal Ramos;0,28;0,97;0,74;
SC;4219309;Videira;0,52;1,86;1,47;
SC;4219358;Vitor Meireles;;;0,8;
SC;4219408;Witmarsum;0,31;0,79;0,68;
SC;4219507;Xanxerê;0,39;1,17;1,49;
SC;4219606;Xavantina;0,35;1,26;1,7;
SC;4219705;Xaxim;0,32;0,91;0,8;
SC;4219853;Zortéa;;;;
SC;4220000;Balneário Rincão;;;;
SC;4299919;São Miguel;;;;
SE;2800100;Amparo de São Francisco;0,2;0,38;0,28;
SE;2800209;Aquidabã;0,19;0,43;0,42;
SE;2800308;Aracaju;0,68;1,55;1,51;
SE;2800407;Arauá;0,18;0,45;0,38;
SE;2800506;Areia Branca;0,21;0,38;0,42;
SE;2800605;Barra dos Coqueiros;0,31;0,59;0,63;
SE;2800670;Boquim;0,3;0,52;0,64;
SE;2800704;Brejo Grande;0,29;0,44;0,32;
SE;2801009;Campo do Brito;0,26;0,45;0,49;
SE;2801108;Canhoba;0,13;0,35;0,35;
SE;2801207;Canindé de São Francisco;0,27;0,41;0,37;
SE;2801306;Capela;0,24;0,53;0,43;
SE;2801405;Carira;0,17;0,44;0,48;
SE;2801504;Carmópolis;0,26;0,58;0,57;
SE;2801603;Cedro de São João;0,24;0,42;0,53;
SE;2801702;Cristinápolis;0,15;0,31;0,36;
SE;2801900;Cumbe;0,18;0,33;0,36;
SE;2802007;Divina Pastora;0,22;0,35;0,35;
SE;2802106;Estância;0,34;0,73;0,56;
SE;2802205;Feira Nova;0,17;0,38;0,33;
SE;2802304;Frei Paulo;0,36;0,57;0,45;
SE;2802403;Gararu;0,16;0,37;0,31;
SE;2802502;General Maynard;0,18;0,46;0,38;
SE;2802601;Gracho Cardoso;0,17;0,7;0,32;
SE;2802700;Ilha das Flores;0,19;0,39;0,24;
SE;2802809;Indiaroba;0,17;0,42;0,3;
SE;2802908;Itabaiana;0,28;0,7;0,69;
SE;2803005;Itabaianinha;0,17;0,51;0,33;
SE;2803104;Itabi;0,22;0,3;0,43;
SE;2803203;Itaporanga d'Ajuda;0,24;0,39;0,29;
SE;2803302;Japaratuba;0,26;0,48;0,44;
SE;2803401;Japoatã;0,22;0,51;0,31;
SE;2803500;Lagarto;0,27;0,61;0,54;
SE;2803609;Laranjeiras;0,29;0,58;0,41;
SE;2803708;Macambira;0,17;0,36;0,37;
SE;2803807;Malhada dos Bois;0,14;0,39;0,36;
SE;2803906;Malhador;0,2;0,36;0,45;
SE;2804003;Maruim;0,3;0,54;0,4;
SE;2804102;Moita Bonita;0,15;0,48;0,41;
SE;2804201;Monte Alegre de Sergipe;0,11;0,42;0,29;
SE;2804300;Muribeca;0,22;0,41;0,32;
SE;2804409;Neópolis;0,24;0,61;0,4;
SE;2804458;Nossa Senhora Aparecida;0,14;0,3;0,36;
SE;2804508;Nossa Senhora da Glória;0,18;0,43;0,43;
SE;2804607;Nossa Senhora das Dores;0,22;0,47;0,48;
SE;2804706;Nossa Senhora de Lourdes;0,15;0,36;0,51;
SE;2804805;Nossa Senhora do Socorro;0,22;0,45;0,48;
SE;2804904;Pacatuba;0,19;0,28;0,29;
SE;2805000;Pedra Mole;0,17;0,34;0,31;
SE;2805109;Pedrinhas;0,21;0,46;0,44;
SE;2805208;Pinhão;0,19;0,62;0,35;
SE;2805307;Pirambu;0,14;0,44;0,39;
SE;2805406;Poço Redondo;0,11;0,24;0,27;
SE;2805505;Poço Verde;0,16;0,4;0,33;
SE;2805604;Porto da Folha;0,12;0,35;0,29;
SE;2805703;Propriá;0,35;0,72;0,58;
SE;2805802;Riachão do Dantas;0,17;0,42;0,35;
SE;2805901;Riachuelo;0,25;0,5;0,41;
SE;2806008;Ribeirópolis;0,2;0,64;0,47;
SE;2806107;Rosário do Catete;0,26;0,66;0,5;
SE;2806206;Salgado;0,24;0,44;0,38;
